,id,youtube_id,player,sex,club,view,slow,events,bbox,split
147,147,l1KSnwqLgec,GARY WOODLAND,m,driver,down-the-line,1,[515 565 619 641 677 687 701 708 773 814],[9.37500000e-02 6.94444444e-04 5.30468750e-01 9.77083333e-01],2
148,148,l1KSnwqLgec,GARY WOODLAND,m,iron,face-on,0,[2349 2402 2418 2424 2432 2436 2439 2442 2462 2498],[0.21875    0.01388889 0.5078125  0.86388889],2
149,149,l1KSnwqLgec,GARY WOODLAND,m,iron,face-on,1,[2604 2617 2686 2709 2739 2756 2769 2781 2827 2857],[2.12500000e-01 6.94444444e-04 5.03125000e-01 8.79861111e-01],2
150,150,9vZrL5oMCrc,CHARLEY HULL,f,driver,face-on,0,[138 141 154 158 166 168 172 174 191 222],[1.01562500e-01 6.94444444e-04 8.08593750e-01 9.81250000e-01],3
151,151,9vZrL5oMCrc,CHARLEY HULL,f,driver,face-on,1,[642 669 710 726 759 769 782 793 847 882],[1.28906250e-01 6.94444444e-04 7.89843750e-01 9.75694444e-01],3
152,152,dWiFxa67RYE,ANGEL YIN,f,driver,face-on,0,[103 208 222 225 232 238 242 244 256 286],[7.26562500e-02 6.94444444e-04 8.65625000e-01 9.67361111e-01],4
153,153,dWiFxa67RYE,ANGEL YIN,f,driver,face-on,1,[619 631 667 681 715 734 748 757 808 838],[7.42187500e-02 6.94444444e-04 8.73437500e-01 9.70138889e-01],4
154,154,FFCXbDDz5kc,LEE WESTWOOD,m,iron,other,0,[739 749 761 767 775 779 782 784 802 847],[2.77343750e-01 6.94444444e-04 3.21875000e-01 8.61805556e-01],1
155,155,FFCXbDDz5kc,LEE WESTWOOD,m,iron,other,1,[ 986 1030 1068 1087 1125 1141 1152 1161 1216 1249],[0.2875     0.01944444 0.31875    0.83055556],1
156,156,nFTbqjkDm1k,MICHELLE WIE,f,driver,face-on,0,[518 537 549 555 560 564 567 569 583 614],[6.79687500e-02 6.94444444e-04 8.46875000e-01 9.96527778e-01],3
157,157,nFTbqjkDm1k,MICHELLE WIE,f,wedge,other,0,[1098 1111 1122 1127 1132 1136 1139 1142 1162 1192],[0.13359375 0.0125     0.603125   0.95      ],3
158,158,nFTbqjkDm1k,MICHELLE WIE,f,iron,other,0,[1489 1526 1537 1542 1548 1551 1555 1558 1575 1614],[0.26171875 0.07777778 0.2890625  0.54027778],3
159,159,nFTbqjkDm1k,MICHELLE WIE,f,fairway,other,0,[2338 2346 2359 2364 2370 2374 2377 2380 2398 2435],[0.06875    0.02777778 0.45390625 0.93194444],3
160,160,nFTbqjkDm1k,MICHELLE WIE,f,driver,face-on,0,[2996 3028 3040 3045 3051 3054 3058 3060 3076 3111],[8.51562500e-02 6.94444444e-04 7.85156250e-01 9.39583333e-01],3
161,161,nFTbqjkDm1k,MICHELLE WIE,f,iron,other,0,[4426 4429 4439 4446 4449 4452 4456 4458 4481 4546],[3.04687500e-01 6.94444444e-04 6.11718750e-01 1.00000000e+00],3
162,162,nFTbqjkDm1k,MICHELLE WIE,f,iron,other,0,[5091 5092 5103 5109 5114 5116 5120 5123 5152 5181],[0.2296875  0.00138889 0.6703125  0.99930556],3
163,163,nFTbqjkDm1k,MICHELLE WIE,f,driver,face-on,1,[6083 6103 6152 6174 6196 6208 6222 6231 6298 6318],[7.81250000e-03 6.94444444e-04 4.92968750e-01 9.96527778e-01],3
164,164,nFTbqjkDm1k,MICHELLE WIE,f,driver,face-on,1,[6099 6105 6150 6173 6196 6209 6223 6231 6298 6328],[5.02343750e-01 6.94444444e-04 4.98046875e-01 9.43750000e-01],3
165,165,nFTbqjkDm1k,MICHELLE WIE,f,fairway,other,0,[9044 9067 9084 9089 9095 9099 9105 9113 9184 9215],[0.01875    0.00555556 0.48828125 0.94305556],3
166,166,o1m11-zAPUc,RYAN PALMER,m,fairway,down-the-line,0,[253 263 277 282 291 296 299 301 321 354],[8.90625000e-02 6.94444444e-04 4.94531250e-01 9.82638889e-01],2
167,167,o1m11-zAPUc,RYAN PALMER,m,fairway,down-the-line,1,[540 552 608 626 666 683 694 702 769 799],[7.57812500e-02 6.94444444e-04 5.14843750e-01 9.77083333e-01],2
168,168,GQHjogbNFWU,CURTIS STRANGE,m,driver,down-the-line,0,[560 562 571 575 583 587 591 594 624 661],[7.73437500e-02 6.94444444e-04 5.57812500e-01 9.85416667e-01],2
169,169,GQHjogbNFWU,CURTIS STRANGE,m,driver,face-on,0,[1581 1584 1593 1598 1605 1610 1614 1616 1641 1671],[0.0703125  0.00277778 0.84453125 0.99791667],2
170,170,GQHjogbNFWU,CURTIS STRANGE,m,driver,down-the-line,1,[2377 2419 2453 2468 2505 2517 2533 2543 2612 2643],[0.50078125 0.00138889 0.49960938 0.99930556],2
171,171,3zZXUQywgSw,BROOKE HENDERSON,f,wedge,down-the-line,0,[ 83 108 121 126 136 138 143 145 160 191],[0.0859375  0.03194444 0.5109375  0.925     ],3
172,172,3zZXUQywgSw,BROOKE HENDERSON,f,iron,other,0,[1316 1328 1339 1343 1350 1354 1358 1361 1387 1417],[1.67968750e-01 6.94444444e-04 6.67968750e-01 9.70138889e-01],3
173,173,3zZXUQywgSw,BROOKE HENDERSON,f,driver,other,0,[2104 2107 2125 2130 2138 2143 2147 2149 2166 2196],[0.19765625 0.00277778 0.596875   0.99791667],3
174,174,3zZXUQywgSw,BROOKE HENDERSON,f,iron,down-the-line,0,[2767 2774 2789 2792 2800 2805 2808 2811 2832 2866],[1.50781250e-01 6.94444444e-04 4.38281250e-01 9.95138889e-01],3
175,175,3zZXUQywgSw,BROOKE HENDERSON,f,driver,face-on,0,[3389 3418 3437 3440 3449 3454 3458 3460 3475 3609],[7.26562500e-02 6.94444444e-04 8.43750000e-01 9.63194444e-01],3
176,176,n1r99BGuW8k,CHARLES HOWELL,m,driver,face-on,0,[ 699  982  996 1000 1007 1010 1014 1016 1030 1119],[1.02343750e-01 6.94444444e-04 7.28906250e-01 9.97916667e-01],3
177,177,n1r99BGuW8k,CHARLES HOWELL,m,driver,face-on,1,[1244 1283 1331 1346 1376 1389 1402 1409 1470 1568],[7.42187500e-02 6.94444444e-04 8.11718750e-01 1.00000000e+00],3
178,178,n1r99BGuW8k,CHARLES HOWELL,m,driver,down-the-line,0,[2678 3075 3087 3091 3097 3101 3104 3107 3136 3289],[1.50000000e-01 6.94444444e-04 6.23437500e-01 9.95138889e-01],3
179,179,n1r99BGuW8k,CHARLES HOWELL,m,driver,down-the-line,1,[3384 3449 3498 3513 3541 3555 3569 3576 3631 3764],[1.13281250e-01 6.94444444e-04 6.76562500e-01 1.00000000e+00],3
180,180,1NTVQ8Zy2qU,MICHELLE WIE,f,fairway,down-the-line,0,[ 571  771  781  787  793  796  800  802  820 1034],[1.60937500e-01 6.94444444e-04 4.92968750e-01 1.00000000e+00],4
181,181,1NTVQ8Zy2qU,MICHELLE WIE,f,fairway,down-the-line,1,[1187 1239 1278 1303 1325 1337 1352 1361 1428 1526],[1.92968750e-01 6.94444444e-04 4.54687500e-01 1.00000000e+00],4
182,182,O1UeX9v9fuQ,PAULA CREAMER,f,driver,other,0,[ 691  945  961  967  972  974  978  980  999 1065],[0.1484375  0.1625     0.3890625  0.75138889],1
183,183,O1UeX9v9fuQ,PAULA CREAMER,f,driver,other,1,[1209 1221 1283 1304 1323 1334 1348 1359 1427 1525],[0.1375     0.16805556 0.4171875  0.72777778],1
184,184,tZOJRhL_-J8,HENRIK STENSON,m,driver,down-the-line,0,[ 61 160 168 171 178 181 184 186 197 290],[0.14375    0.01944444 0.42421875 0.93611111],3
185,185,Qo-k0dbNbtM,SHANSHAN FENG,f,driver,down-the-line,0,[ 61 310 327 335 341 345 348 351 382 549],[0.125      0.00833333 0.4875     0.97916667],1
186,186,Qo-k0dbNbtM,SHANSHAN FENG,f,driver,down-the-line,1,[ 752  801  867  897  921  939  952  962 1044 1100],[0.11796875 0.00972222 0.5015625  0.98472222],1
187,187,HPZzeUKqNXA,SHANSHAN FENG,f,driver,face-on,0,[211 784 805 812 819 823 827 829 844 937],[1.17968750e-01 6.94444444e-04 7.93750000e-01 9.95138889e-01],2
188,188,3wru0WH0buk,ARIYA JUTANUGARN,f,fairway,face-on,0,[151 351 370 374 382 386 389 391 405 496],[1.28125000e-01 6.94444444e-04 8.30468750e-01 9.89583333e-01],4
189,189,3nG1ugrwzH8,GARY WOODLAND,m,driver,down-the-line,0,[511 626 643 649 658 660 664 666 683 813],[6.40625000e-02 6.94444444e-04 6.11718750e-01 9.96527778e-01],1
190,190,3nG1ugrwzH8,GARY WOODLAND,m,iron,face-on,0,[1353 1594 1610 1615 1624 1627 1630 1633 1651 1773],[0.209375   0.01527778 0.5109375  0.83888889],1
191,191,fbLrihtT6Qc,BOO WEEKLEY,m,driver,down-the-line,0,[ 91 155 166 171 177 181 184 186 202 239],[5.93750000e-02 6.94444444e-04 5.56250000e-01 9.97916667e-01],2
192,192,3YZJYaJIJR4,IK KIM,f,driver,down-the-line,0,[242 357 369 373 383 388 392 395 410 472],[0.03984375 0.01805556 0.49609375 0.93055556],4
193,193,YhCZKaV6EFk,ANNA NORDQVIST,f,driver,down-the-line,0,[211 385 397 402 411 415 419 422 466 528],[0.0734375  0.01666667 0.53671875 0.96944444],1
194,194,YhCZKaV6EFk,ANNA NORDQVIST,f,driver,down-the-line,1,[657 667 714 734 770 785 801 811 905 995],[8.20312500e-02 6.94444444e-04 5.38281250e-01 9.93750000e-01],1
195,195,odLnWGQnX0g,ANNA NORDQVIST,f,driver,face-on,0,[ 61 263 278 284 291 293 297 300 314 385],[6.01562500e-02 6.94444444e-04 8.62500000e-01 9.97916667e-01],3
196,196,odLnWGQnX0g,ANNA NORDQVIST,f,driver,face-on,1,[565 595 645 663 692 704 720 730 787 854],[3.20312500e-02 6.94444444e-04 9.01562500e-01 9.93750000e-01],3
197,197,LZZlwNBdV3E,AI MIYAZATO,f,hybrid,down-the-line,0,[  5  59  80  86 112 118 121 124 154 265],[1.53125000e-01 6.94444444e-04 4.60156250e-01 9.45138889e-01],4
198,198,asVk0ak3SOs,ALISON LEE,f,driver,down-the-line,0,[181 404 422 428 436 442 445 448 470 533],[8.28125000e-02 6.94444444e-04 6.17968750e-01 9.63194444e-01],1
199,199,L6Y_6row4L0,MARIAJO URIBE,f,driver,down-the-line,0,[ 61 216 228 233 240 245 248 251 269 334],[6.56250000e-02 6.94444444e-04 5.68750000e-01 9.84027778e-01],2
200,200,SOwSO_OG4j8,KARRIE WEBB,f,driver,down-the-line,0,[211 230 245 250 259 264 268 270 292 352],[0.07578125 0.04583333 0.48125    0.90694444],3
201,201,XwnbLuQSLuY,ADAM SCOTT,m,driver,down-the-line,0,[721 783 794 798 805 810 813 815 838 984],[1.09375000e-01 6.94444444e-04 5.46093750e-01 9.90972222e-01],4
202,202,Q7gu_X8Dvv8,SUZANN PETTERSEN,f,driver,down-the-line,0,[ 511  863  873  879  886  890  893  896  916 1096],[1.14843750e-01 6.94444444e-04 5.45312500e-01 1.00000000e+00],1
203,203,Q7gu_X8Dvv8,SUZANN PETTERSEN,f,driver,down-the-line,1,[1216 1254 1291 1312 1340 1354 1368 1378 1454 1570],[1.19531250e-01 6.94444444e-04 5.33593750e-01 1.00000000e+00],1
204,204,PlSBuqG15oA,SO YEON RYU,f,driver,face-on,0,[181 403 415 424 432 435 439 442 469 561],[1.03125000e-01 6.94444444e-04 7.57812500e-01 9.60416667e-01],2
205,205,PlSBuqG15oA,SO YEON RYU,f,driver,face-on,1,[ 741  800  845  880  909  927  943  952 1063 1123],[8.51562500e-02 6.94444444e-04 7.65625000e-01 9.92361111e-01],2
206,206,PSlxXjIz8b0,LYDIA KO,f,driver,face-on,1,[1021 1084 1103 1111 1122 1127 1131 1133 1159 1224],[5.46875000e-02 6.94444444e-04 8.69531250e-01 9.90972222e-01],4
207,207,PSlxXjIz8b0,LYDIA KO,f,driver,down-the-line,0,[1557 1801 1813 1820 1831 1837 1840 1843 1867 1928],[0.1828125  0.02777778 0.41875    0.84166667],4
208,208,PSlxXjIz8b0,LYDIA KO,f,driver,face-on,0,[2219 2257 2273 2279 2291 2296 2300 2302 2330 2467],[0.1390625  0.00694444 0.6640625  0.91111111],4
209,209,PSlxXjIz8b0,LYDIA KO,f,driver,down-the-line,0,[2827 2850 2868 2875 2886 2892 2895 2898 2927 3005],[1.04687500e-01 6.94444444e-04 5.28906250e-01 9.21527778e-01],4
210,210,PSlxXjIz8b0,LYDIA KO,f,driver,face-on,1,[3625 3626 3691 3722 3769 3787 3801 3810 3894 3954],[3.90625000e-04 7.22222222e-02 5.01171875e-01 9.26388889e-01],4
211,211,PSlxXjIz8b0,LYDIA KO,f,driver,face-on,1,[3598 3623 3692 3722 3768 3787 3801 3811 3894 3975],[4.99218750e-01 6.94444444e-04 5.00000000e-01 9.45138889e-01],4
212,212,2RRzVXhpTZk,HENRIK STENSON,m,fairway,other,0,[122 200 209 212 218 222 225 239 242 272],[0.171875   0.05972222 0.58671875 0.9       ],1
213,213,2RRzVXhpTZk,HENRIK STENSON,m,hybrid,other,1,[430 446 478 491 518 529 541 549 607 676],[0.1765625  0.0375     0.5796875  0.91527778],1
214,214,UbNpiORS_1M,PERNILLA LINDBERG,f,iron,down-the-line,0,[631 686 699 704 713 718 722 724 747 807],[1.56250000e-01 6.94444444e-04 4.31250000e-01 9.72916667e-01],3
215,215,UbNpiORS_1M,PERNILLA LINDBERG,f,iron,down-the-line,1,[1202 1220 1266 1287 1325 1346 1356 1365 1442 1506],[1.47656250e-01 6.94444444e-04 4.37500000e-01 9.68750000e-01],3
216,216,c8NZhLW3Hs4,HENRIK STENSON,m,driver,other,0,[153 176 185 188 194 197 200 202 219 250],[1.06250000e-01 6.94444444e-04 4.06250000e-01 9.59027778e-01],1
217,217,c8NZhLW3Hs4,HENRIK STENSON,m,driver,other,1,[462 490 521 530 555 570 581 590 653 714],[1.02343750e-01 6.94444444e-04 4.16406250e-01 9.63194444e-01],1
218,218,at3DV8Bj8Ck,BRITTANY LINCICOME,f,driver,down-the-line,0,[124 128 155 160 166 169 173 175 193 244],[0.25234375 0.17222222 0.3484375  0.73888889],3
219,219,at3DV8Bj8Ck,BRITTANY LINCICOME,f,driver,down-the-line,1,[402 439 470 488 513 524 538 548 611 672],[0.25       0.16944444 0.34609375 0.72777778],3
220,220,lXPXAgpqLZI,LUKE DONALD,m,iron,down-the-line,0,[397 440 451 455 463 468 471 473 495 586],[0.20703125 0.01944444 0.36015625 0.95555556],3
221,221,LZ--Ld0KZJ4,MARK MCNULTY,m,driver,other,0,[154 184 194 198 205 209 213 215 237 268],[0.16328125 0.11666667 0.35       0.69027778],3
222,222,LZ--Ld0KZJ4,MARK MCNULTY,m,driver,other,1,[418 428 465 482 509 524 540 550 660 722],[0.1796875  0.14166667 0.33671875 0.66944444],3
223,223,R-Td093M7X8,CHARLES HOWELL,m,driver,face-on,0,[422 442 457 461 469 473 476 478 494 584],[1.76562500e-01 6.94444444e-04 7.83593750e-01 9.93750000e-01],4
224,224,R-Td093M7X8,CHARLES HOWELL,m,driver,face-on,0,[ 976 1265 1279 1284 1290 1294 1298 1299 1315 1436],[1.02343750e-01 6.94444444e-04 8.13281250e-01 9.71527778e-01],4
225,225,R-Td093M7X8,CHARLES HOWELL,m,driver,face-on,1,[3706 3708 3723 3727 3734 3737 3743 3749 3810 3840],[0.0015625  0.00416667 0.49921875 0.99652778],4
226,226,R-Td093M7X8,CHARLES HOWELL,m,driver,face-on,1,[3690 3706 3721 3726 3733 3737 3741 3749 3810 3845],[5.00000000e-01 6.94444444e-04 5.00390625e-01 1.00000000e+00],4
227,227,WuWhYTnsgcg,STACY LEWIS,f,fairway,down-the-line,0,[ 62  84  93  98 106 111 114 116 131 175],[1.71875000e-01 6.94444444e-04 4.86718750e-01 9.31250000e-01],1
228,228,WuWhYTnsgcg,STACY LEWIS,f,fairway,down-the-line,1,[392 413 443 460 495 516 527 536 597 658],[2.02343750e-01 6.94444444e-04 4.46875000e-01 9.52083333e-01],1
229,229,37YZm9oCFnU,PATRICK REED,m,driver,face-on,0,[125 146 156 160 170 176 179 181 207 269],[1.94531250e-01 6.94444444e-04 6.82031250e-01 9.78472222e-01],4
230,230,37YZm9oCFnU,PATRICK REED,m,driver,face-on,1,[479 495 534 550 597 614 627 635 711 776],[2.01562500e-01 6.94444444e-04 6.57031250e-01 9.61805556e-01],4
231,231,48n2VHciI7k,LYDIA KO,f,driver,face-on,0,[211 344 365 372 386 392 395 398 420 480],[1.47656250e-01 6.94444444e-04 6.57812500e-01 9.59027778e-01],1
232,232,48n2VHciI7k,LYDIA KO,f,driver,face-on,1,[630 652 729 759 814 837 850 859 923 983],[1.32812500e-01 6.94444444e-04 6.96093750e-01 9.43750000e-01],1
233,233,kM6m0jQDAPY,BEN CURTIS,m,fairway,down-the-line,0,[301 373 388 392 398 404 407 409 431 491],[1.16406250e-01 6.94444444e-04 5.36718750e-01 9.71527778e-01],4
234,234,kM6m0jQDAPY,BEN CURTIS,m,fairway,down-the-line,1,[ 731  735  788  807  831  851  862  870  931 1026],[1.25000000e-01 6.94444444e-04 4.25781250e-01 9.54861111e-01],4
235,235,QSRrsGq2fwk,MARK WILSON,m,driver,down-the-line,0,[361 703 715 722 730 733 736 738 770 830],[9.37500000e-02 6.94444444e-04 5.47656250e-01 9.96527778e-01],2
236,236,QSRrsGq2fwk,MARK WILSON,m,driver,down-the-line,1,[ 980 1005 1051 1079 1112 1123 1136 1145 1228 1288],[9.76562500e-02 6.94444444e-04 5.10937500e-01 9.96527778e-01],2
237,237,QDI0Cve7kes,IAN POULTER,m,driver,face-on,0,[301 342 352 356 362 366 370 371 384 444],[1.13281250e-01 6.94444444e-04 7.85937500e-01 1.00000000e+00],1
238,238,QDI0Cve7kes,IAN POULTER,m,driver,face-on,1,[598 638 675 691 719 731 745 753 804 926],[1.32031250e-01 6.94444444e-04 7.63281250e-01 1.00000000e+00],1
239,239,QDI0Cve7kes,IAN POULTER,m,driver,down-the-line,0,[2156 2177 2186 2190 2196 2200 2203 2205 2217 2247],[1.47656250e-01 6.94444444e-04 4.92187500e-01 9.97916667e-01],1
240,240,QDI0Cve7kes,IAN POULTER,m,driver,down-the-line,1,[2548 2569 2601 2615 2645 2658 2671 2680 2728 2819],[1.50000000e-01 6.94444444e-04 4.86718750e-01 9.99305556e-01],1
241,241,XQ5a2xpuCXY,BUBBA WATSON,m,driver,down-the-line,0,[150 155 169 171 181 187 190 192 212 296],[3.87500000e-01 6.94444444e-04 3.08593750e-01 9.52083333e-01],3
242,242,XQ5a2xpuCXY,BUBBA WATSON,m,driver,down-the-line,1,[560 571 603 610 653 676 688 694 738 805],[0.38984375 0.02361111 0.35       0.90277778],3
243,243,HdxziXkorhw,INBEE PARK,f,driver,down-the-line,0,[218 235 262 271 284 289 293 295 317 378],[3.90625000e-04 6.94444444e-04 4.59765625e-01 9.53472222e-01],1
244,244,HdxziXkorhw,INBEE PARK,f,driver,face-on,0,[117 235 263 273 286 289 293 295 317 438],[5.02343750e-01 6.94444444e-04 4.98046875e-01 1.00000000e+00],1
245,245,HdxziXkorhw,INBEE PARK,f,driver,down-the-line,1,[ 682  703  790  828  883  901  915  923  988 1109],[7.81250000e-04 6.94444444e-04 5.00781250e-01 1.00000000e+00],1
246,246,DOKjCTxJ58s,TOMMY ARMOUR III,m,driver,other,0,[247 251 259 262 267 269 273 275 289 380],[1.23437500e-01 6.94444444e-04 4.60937500e-01 9.42361111e-01],4
247,247,DOKjCTxJ58s,TOMMY ARMOUR III,m,driver,other,1,[500 533 564 574 596 602 617 626 685 780],[1.09375000e-01 6.94444444e-04 4.43750000e-01 9.15972222e-01],4
248,248,eYdz7xgwMxg,JERRY KELLY,m,driver,face-on,0,[442 448 463 470 480 484 487 490 506 569],[4.06250000e-02 6.94444444e-04 9.43750000e-01 1.00000000e+00],2
249,249,eYdz7xgwMxg,JERRY KELLY,m,driver,face-on,1,[ 659  732  793  820  859  874  888  897  958 1018],[3.35937500e-02 6.94444444e-04 9.44531250e-01 1.00000000e+00],2
250,250,bqw0wdui8Xc,STEVEN BOWDITCH,m,iron,down-the-line,0,[211 237 245 249 255 260 263 265 277 347],[0.11484375 0.0125     0.421875   0.91388889],3
251,251,bqw0wdui8Xc,STEVEN BOWDITCH,m,iron,down-the-line,1,[421 441 475 490 512 532 544 552 604 724],[0.146875   0.05833333 0.40390625 0.88333333],3
252,252,1eDSTG7z-RA,JUSTIN LEONARD,m,driver,down-the-line,0,[451 526 538 543 550 555 558 560 575 665],[1.51562500e-01 6.94444444e-04 4.90625000e-01 9.95138889e-01],2
253,253,1eDSTG7z-RA,JUSTIN LEONARD,m,driver,down-the-line,1,[ 820  857  907  925  953  971  983  992 1031 1181],[1.58593750e-01 6.94444444e-04 4.76562500e-01 9.97916667e-01],2
254,254,DN8F1bG76Vk,CINDY LACROSSE,f,driver,down-the-line,0,[151 193 205 209 218 224 227 229 245 314],[0.10390625 0.02777778 0.4125     0.85694444],1
255,255,DN8F1bG76Vk,CINDY LACROSSE,f,driver,down-the-line,1,[494 501 535 551 589 614 624 635 687 751],[0.0921875  0.0375     0.42109375 0.85833333],1
256,256,UVnNv2eW4gQ,LYDIA KO,f,driver,face-on,0,[312 554 572 580 594 599 603 605 628 688],[0.00390625 0.01666667 0.5        0.98402778],1
257,257,UVnNv2eW4gQ,MICHELLE WIE,f,driver,face-on,0,[509 553 564 569 576 579 583 585 605 699],[5.00000000e-01 6.94444444e-04 5.00390625e-01 1.00000000e+00],1
258,258,UVnNv2eW4gQ,LYDIA KO,f,driver,face-on,1,[ 856  859  930  960 1019 1040 1052 1062 1133 1227],[0.0015625  0.00138889 0.496875   0.99930556],1
259,259,UVnNv2eW4gQ,MICHELLE WIE,f,driver,face-on,1,[ 808  855  897  920  945  957  972  980 1053 1234],[5.03125000e-01 6.94444444e-04 4.97265625e-01 1.00000000e+00],1
260,260,zIbjRFTu-II,BRANDT SNEDEKER,m,driver,down-the-line,0,[481 653 662 666 673 677 681 683 697 790],[0.16484375 0.30277778 0.28828125 0.60555556],4
261,261,zIbjRFTu-II,BRANDT SNEDEKER,m,driver,down-the-line,1,[1091 1095 1126 1143 1172 1192 1202 1210 1263 1323],[0.1796875  0.33888889 0.271875   0.55555556],4
262,262,6IFPZ0_2q90,INBEE PARK,f,driver,down-the-line,0,[ 91 120 138 148 163 168 172 174 201 265],[1.79687500e-02 6.94444444e-04 5.93750000e-01 1.00000000e+00],2
263,263,6IFPZ0_2q90,INBEE PARK,f,driver,down-the-line,1,[475 486 550 584 650 670 683 691 763 854],[5.00000000e-02 6.94444444e-04 4.97656250e-01 9.64583333e-01],2
264,264,aMEAGFqJiYM,LYDIA KO,f,driver,down-the-line,0,[ 99 214 231 238 249 254 258 260 280 342],[9.76562500e-02 6.94444444e-04 5.42968750e-01 9.74305556e-01],3
265,265,aMEAGFqJiYM,LYDIA KO,f,driver,down-the-line,1,[496 517 566 591 636 659 672 682 741 831],[9.92187500e-02 6.94444444e-04 5.43750000e-01 9.63194444e-01],3
266,266,dD3TB4raG9o,DANIELLE KANG,f,driver,down-the-line,0,[514 568 582 585 594 596 601 603 620 685],[0.190625   0.18472222 0.4109375  0.81527778],4
267,267,dD3TB4raG9o,DANIELLE KANG,f,driver,down-the-line,1,[ 784  809  864  875  909  922  937  946 1015 1079],[0.20390625 0.21944444 0.39609375 0.77222222],4
268,268,-wg8m-A0hx4,JENNY SHIN,f,driver,face-on,0,[121 169 182 186 196 201 205 207 227 286],[8.98437500e-02 6.94444444e-04 7.79687500e-01 1.00000000e+00],4
269,269,ppDvhlGr5nI,TIGER WOODS,m,driver,down-the-line,0,[ 810  856  865  869  876  879  883  884  905 1014],[7.34375000e-02 6.94444444e-04 5.69531250e-01 1.00000000e+00],1
270,270,ppDvhlGr5nI,TIGER WOODS,m,driver,down-the-line,1,[1464 1537 1546 1549 1557 1560 1563 1565 1587 1630],[1.32812500e-01 6.94444444e-04 5.60937500e-01 9.88194444e-01],1
271,271,M0_iWxqd7fY,NELLY KORDA,f,fairway,face-on,0,[121 159 177 183 193 197 200 202 220 250],[7.79296875e-02 6.94444444e-04 8.27343750e-01 1.00000000e+00],4
272,272,M0_iWxqd7fY,NELLY KORDA,f,driver,face-on,1,[371 407 472 497 535 550 563 573 648 706],[8.96484375e-02 6.94444444e-04 8.51953125e-01 1.00000000e+00],4
273,273,bj4Gc7jm5hY,RETIEF GOOSEN,m,driver,face-on,0,[181 202 213 217 226 229 233 235 253 383],[1.07031250e-01 6.94444444e-04 7.24218750e-01 9.47916667e-01],2
274,274,bj4Gc7jm5hY,RETIEF GOOSEN,m,driver,face-on,1,[494 504 548 562 599 613 627 634 710 740],[7.57812500e-02 6.94444444e-04 7.71093750e-01 9.74305556e-01],2
275,275,eNlVKKM8bGk,INBEE PARK,f,driver,face-on,0,[335 352 371 378 389 395 398 400 424 487],[3.90625000e-04 6.94444444e-04 4.99609375e-01 9.50694444e-01],1
276,276,eNlVKKM8bGk,INBEE PARK,f,driver,face-on,0,[337 353 379 393 407 411 414 417 443 478],[5.00000000e-01 6.94444444e-04 5.00390625e-01 9.39583333e-01],1
277,277,eNlVKKM8bGk,LYDIA KO,f,driver,face-on,0,[572 602 672 701 747 769 782 791 866 986],[3.90625000e-04 6.94444444e-04 4.99609375e-01 9.42361111e-01],1
278,278,eNlVKKM8bGk,INBEE PARK,f,driver,face-on,1,[598 603 706 758 812 831 846 855 956 987],[4.95312500e-01 6.94444444e-04 5.05078125e-01 9.49305556e-01],1
279,279,7GE3fgp9vkA,HYO JOO KIM,f,fairway,face-on,0,[430 453 468 473 484 490 494 496 514 574],[0.07089844 0.00173611 0.85195312 0.99375   ],4
280,280,7GE3fgp9vkA,HYO JOO KIM,f,driver,face-on,1,[634 674 735 756 795 821 836 844 910 942],[0.05097656 0.00173611 0.8484375  0.99895833],4
281,281,bwAvpekt8xY,BRANDT SNEDEKER,m,iron,face-on,0,[571 610 618 622 628 632 636 638 664 817],[1.56250000e-01 6.94444444e-04 7.53906250e-01 9.24305556e-01],2
282,282,bwAvpekt8xY,BRANDT SNEDEKER,m,iron,face-on,1,[1027 1047 1077 1093 1115 1133 1146 1155 1241 1301],[1.24218750e-01 6.94444444e-04 7.68750000e-01 9.15972222e-01],2
283,283,QfkWGAgwSkc,INBEE PARK,f,driver,face-on,0,[329 357 385 395 410 414 418 420 446 566],[7.91015625e-02 6.94444444e-04 8.05078125e-01 1.00000000e+00],1
284,284,QfkWGAgwSkc,INBEE PARK,f,driver,face-on,1,[ 746  799  899  938  998 1016 1030 1039 1137 1197],[0.08964844 0.00173611 0.79101562 0.99895833],1
285,285,I-c6vXttAAg,KEEGAN BRADLEY,m,driver,face-on,0,[173 174 186 191 200 205 208 210 222 273],[3.90625000e-04 1.73611111e-03 9.47070312e-01 9.98958333e-01],3
286,286,I-c6vXttAAg,KEEGAN BRADLEY,m,driver,face-on,1,[578 603 646 665 702 719 732 739 793 855],[5.85937500e-04 6.94444444e-04 9.57421875e-01 9.96875000e-01],3
